timestamp,server_label,players,max_players,bots,map,online
2026-08-05T17:02:27,AETHER,,,,,0
2026-08-05T17:02:27,AETHER_EVENT,4,64,0,rp_venator_notorious,1
2026-08-05T17:02:27,NEXUS,,,,,0
2026-08-05T17:02:27,AXIOM,,,,,0
2026-08-05T17:02:27,COSMOS,,,,,0
2026-08-05T18:42:10,AETHER,,,,,0
2026-08-05T18:42:10,AETHER_EVENT,9,64,0,rp_venator_notorious,1
2026-08-05T18:42:10,NEXUS,14,64,0,rp_nexus_base_tropical_v1,1
2026-08-05T18:42:10,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-05T18:42:10,COSMOS,,,,,0
2026-08-05T20:14:57,AETHER,,,,,0
2026-08-05T20:14:57,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-05T20:14:57,NEXUS,,,,,0
2026-08-05T20:14:57,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-05T20:14:57,COSMOS,,,,,0
2026-08-05T21:32:49,AETHER,,,,,0
2026-08-05T21:32:49,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-05T21:32:49,NEXUS,5,64,0,rp_nexus_base_tropical_v1,1
2026-08-05T21:32:49,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-05T21:32:49,COSMOS,,,,,0
2026-08-05T22:37:38,AETHER,,,,,0
2026-08-05T22:37:38,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-05T22:37:38,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-05T22:37:38,AXIOM,,,,,0
2026-08-05T22:37:38,COSMOS,,,,,0
2026-08-05T23:33:18,AETHER,,,,,0
2026-08-05T23:33:18,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-05T23:33:18,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-05T23:33:18,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-05T23:33:18,COSMOS,,,,,0
2026-08-06T00:56:40,AETHER,,,,,0
2026-08-06T00:56:40,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-06T00:56:40,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-06T00:56:40,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-06T00:56:40,COSMOS,,,,,0
2026-08-06T03:58:46,AETHER,,,,,0
2026-08-06T03:58:46,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-06T03:58:46,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-06T03:58:46,AXIOM,,,,,0
2026-08-06T03:58:46,COSMOS,,,,,0
2026-08-06T06:26:52,AETHER,,,,,0
2026-08-06T06:26:52,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-06T06:26:52,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-06T06:26:52,AXIOM,,,,,0
2026-08-06T06:26:52,COSMOS,,,,,0
2026-08-06T09:19:51,AETHER,,,,,0
2026-08-06T09:19:51,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-06T09:19:51,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-06T09:19:51,AXIOM,,,,,0
2026-08-06T09:19:51,COSMOS,,,,,0
2026-08-06T11:35:50,AETHER,,,,,0
2026-08-06T11:35:50,AETHER_EVENT,1,64,0,rp_venator_notorious,1
2026-08-06T11:35:50,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-06T11:35:50,AXIOM,,,,,0
2026-08-06T11:35:50,COSMOS,,,,,0
2026-08-06T13:12:56,AETHER,,,,,0
2026-08-06T13:12:56,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-06T13:12:56,NEXUS,0,64,0,rp_venator_notorious,1
2026-08-06T13:12:56,AXIOM,,,,,0
2026-08-06T13:12:56,COSMOS,,,,,0
2026-08-06T15:28:55,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-06T15:28:55,AETHER_EVENT,1,64,0,rp_venator_notorious,1
2026-08-06T15:28:55,NEXUS,7,64,0,rp_nexus_base_tropical_v1,1
2026-08-06T15:28:55,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-06T15:28:55,COSMOS,,,,,0
2026-08-07T00:28:28,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T00:28:28,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T00:28:28,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T00:28:28,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-07T00:28:28,COSMOS,,,,,0
2026-08-07T03:26:23,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T03:26:23,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T03:26:23,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T03:26:23,AXIOM,,,,,0
2026-08-07T03:26:23,COSMOS,,,,,0
2026-08-07T05:10:21,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T05:10:21,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T05:10:21,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T05:10:21,AXIOM,,,,,0
2026-08-07T05:10:21,COSMOS,,,,,0
2026-08-07T06:16:19,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T06:16:19,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T06:16:19,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T06:16:19,AXIOM,,,,,0
2026-08-07T06:16:19,COSMOS,,,,,0
2026-08-07T07:42:50,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T07:42:50,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T07:42:50,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T07:42:50,AXIOM,,,,,0
2026-08-07T07:42:50,COSMOS,,,,,0
2026-08-07T08:39:52,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T08:39:52,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T08:39:52,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T08:39:52,AXIOM,,,,,0
2026-08-07T08:39:52,COSMOS,,,,,0
2026-08-07T09:38:10,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T09:38:10,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T09:38:10,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T09:38:10,AXIOM,,,,,0
2026-08-07T09:38:10,COSMOS,,,,,0
2026-08-07T10:30:24,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T10:30:24,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T10:30:24,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T10:30:24,AXIOM,,,,,0
2026-08-07T10:30:24,COSMOS,,,,,0
2026-08-07T11:26:08,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T11:26:08,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T11:26:08,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T11:26:08,AXIOM,,,,,0
2026-08-07T11:26:08,COSMOS,,,,,0
2026-08-07T12:05:00,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T12:05:00,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T12:05:00,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T12:05:00,AXIOM,,,,,0
2026-08-07T12:05:00,COSMOS,,,,,0
2026-08-07T13:23:37,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T13:23:37,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T13:23:37,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T13:23:37,AXIOM,,,,,0
2026-08-07T13:23:37,COSMOS,,,,,0
2026-08-07T14:29:33,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T14:29:33,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T14:29:33,NEXUS,0,64,0,rp_nexus_base_tropical_v1,1
2026-08-07T14:29:33,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-07T14:29:33,COSMOS,,,,,0
2026-08-07T15:25:28,AETHER,1,64,0,rp_aculorum_sup_b10,1
2026-08-07T15:25:28,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T15:25:28,NEXUS,11,64,0,rp_underwater_republic_base,1
2026-08-07T15:25:28,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-07T15:25:28,COSMOS,,,,,0
2026-08-07T16:13:35,AETHER,1,64,0,rp_aculorum_sup_b10,1
2026-08-07T16:13:35,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T16:13:35,NEXUS,16,64,0,rp_venator_notorious,1
2026-08-07T16:13:35,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-07T16:13:35,COSMOS,,,,,0
2026-08-07T17:08:01,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T17:08:01,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T17:08:01,NEXUS,16,64,0,rp_venator_notorious,1
2026-08-07T17:08:01,AXIOM,,,,,0
2026-08-07T17:08:01,COSMOS,,,,,0
2026-08-07T17:58:00,AETHER,3,64,0,rp_aculorum_sup_b10,1
2026-08-07T17:58:00,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T17:58:00,NEXUS,4,64,0,rp_venator_notorious,1
2026-08-07T17:58:00,AXIOM,0,64,0,rp_axiom_battleground,1
2026-08-07T17:58:00,COSMOS,,,,,0
2026-08-07T18:46:03,AETHER,3,64,0,rp_aculorum_sup_b10,1
2026-08-07T18:46:03,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T18:46:03,NEXUS,11,64,0,rp_venator_notorious,1
2026-08-07T18:46:03,AXIOM,,,,,0
2026-08-07T18:46:03,COSMOS,,,,,0
2026-08-07T19:39:27,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T19:39:27,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T19:39:27,NEXUS,15,64,0,gm_factoryassault_planeta_tarko,1
2026-08-07T19:39:27,AXIOM,,,,,0
2026-08-07T19:39:27,COSMOS,,,,,0
2026-08-07T20:19:26,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T20:19:26,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T20:19:26,NEXUS,11,64,0,rp_underwater_republic_base,1
2026-08-07T20:19:26,AXIOM,,,,,0
2026-08-07T20:19:26,COSMOS,,,,,0
2026-08-07T21:03:05,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T21:03:05,AETHER_EVENT,6,64,0,rp_venator_notorious,1
2026-08-07T21:03:05,NEXUS,7,64,0,rp_underwater_republic_base,1
2026-08-07T21:03:05,AXIOM,,,,,0
2026-08-07T21:03:05,COSMOS,,,,,0
2026-08-07T21:50:29,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T21:50:29,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T21:50:29,NEXUS,6,64,0,rp_underwater_republic_base,1
2026-08-07T21:50:29,AXIOM,,,,,0
2026-08-07T21:50:29,COSMOS,,,,,0
2026-08-07T22:22:48,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T22:22:48,AETHER_EVENT,0,64,0,rp_venator_notorious,1
2026-08-07T22:22:48,NEXUS,5,64,0,rp_underwater_republic_base,1
2026-08-07T22:22:48,AXIOM,,,,,0
2026-08-07T22:22:48,COSMOS,,,,,0
2026-08-07T23:01:09,AETHER,0,64,0,rp_aculorum_sup_b10,1
2026-08-07T23:01:09,AETHER_EVENT,0,64,0,rp_venator_notorious,1
